code,definition,display,
37.82,"Initial insertion of single-chamber device, rate responsive","Int insert 1-cham, rate",
37.83,Initial insertion of dual-chamber device,Int insert dual-cham dev,
37.85,"Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive","Repl pacem w 1-cham, non",
37.86,"Replacement of any type of pacemaker device with single-chamber device, rate responsive","Repl pacem 1-cham, rate",
37.87,Replacement of any type pacemaker device with dual-chamber device,Repl pacem w dual-cham,
37.89,Revision or removal of pacemaker device,Revise or remove pacemak,
37.90,Insertion of left atrial appendage device,Ins left atr append dev,
37.91,Open chest cardiac massage,Opn chest cardiac massag,
37.92,Injection of therapeutic substance into heart,Injection into heart,
37.93,Injection of therapeutic substance into pericardium,Injection into pericard,
37.94,"Implantation or replacement of automatic cardioverter/defibrillator, total system [AICD]",Implt/repl carddefib tot,
37.95,Implantation of automatic cardioverter/defibrillator lead(s) only,Implt cardiodefib leads,
37.96,Implantation of automatic cardioverter/defibrillator pulse generator only,Implt cardiodefib genatr,
37.97,Replacement of automatic cardioverter/defibrillator lead(s) only,Repl cardiodefib leads,
37.98,Replacement of automatic cardioverter/defibrillator pulse generator only,Repl cardiodefib genratr,
37.99,Other operations on heart and pericardium,Other heart/pericard ops,
38.00,"Incision of vessel, unspecified site",Incision of vessel NOS,
38.01,"Incision of vessel, intracranial vessels",Intracran vessel incis,
38.02,"Incision of vessel, other vessels of head and neck",Head/neck ves incis NEC,
38.03,"Incision of vessel, upper limb vessels",Upper limb vessel incis,
38.04,"Incision of vessel, aorta",Incision of aorta,
38.05,"Incision of vessel, other thoracic vessels",Thoracic vessel inc NEC,
38.06,"Incision of vessel, abdominal arteries",Abdomen artery incision,
38.07,"Incision of vessel, abdominal veins",Abdominal vein incision,
38.08,"Incision of vessel, lower limb arteries",Lower limb artery incis,
38.09,"Incision of vessel, lower limb veins",Lower limb vein incision,
38.10,"Endarterectomy, unspecified site",Endarterectomy NOS,
38.11,"Endarterectomy, intracranial vessels",Intracran endarterectomy,
38.12,"Endarterectomy, other vessels of head and neck",Head & neck endarter NEC,
38.13,"Endarterectomy, upper limb vessels",Upper limb endarterectom,
38.14,"Endarterectomy, aorta",Endarterectomy of aorta,
38.15,"Endarterectomy, other thoracic vessels",Thoracic endarterectomy,
38.16,"Endarterectomy, abdominal arteries",Abdominal endarterectomy,
38.18,"Endarterectomy, lower limb arteries",Lower limb endarterect,
38.21,Biopsy of blood vessel,Blood vessel biopsy,
38.22,Percutaneous angioscopy,Percutaneous angioscopy,
38.23,Intravascular spectroscopy,Intravasclr spectroscopy,
38.24,Intravascular imaging of coronary vessel(s) by optical coherence tomography [OCT],Intravas img cor ves OCT,
38.25,Intravascular imaging of non-coronary vessel(s) by optical coherence tomography [OCT],Intravas img non-cor OCT,
38.26,Insertion of implantable pressure sensor without lead for intracardiac or great vessel hemodynamic monitoring,Insrt prsr snsr w/o lead,
38.29,Other diagnostic procedures on blood vessels,Blood vessel dx proc NEC,
38.30,"Resection of vessel with anastomosis, unspecified site",Vessel resect/anast NOS,
38.31,"Resection of vessel with anastomosis, intracranial vessels",Intracran ves resec-anas,
38.32,"Resection of vessel with anastomosis, other vessels of head and neck",Head/neck ves resec-anas,
38.33,"Resection of vessel with anastomosis, upper limb vessels",Arm vessel resect/anast,
38.34,"Resection of vessel with anastomosis, aorta",Aorta resection & anast,
38.35,"Resection of vessel with anastomosis, other thoracic vessels",Thor vessel resect/anast,
38.36,"Resection of vessel with anastomosis, abdominal arteries",Abd vessel resect/anast,
38.37,"Resection of vessel with anastomosis, abdominal veins",Abd vein resect & anast,
38.38,"Resection of vessel with anastomosis, lower limb arteries",Leg artery resect/anast,
38.39,"Resection of vessel with anastomosis, lower limb veins",Leg vein resect/anastom,
38.40,"Resection of vessel with replacement, unspecified site",Vessel resect/replac NOS,
38.41,"Resection of vessel with replacement, intracranial vessels",Intracran ves resec-repl,
38.42,"Resection of vessel with replacement, other vessels of head and neck",Head/neck ves resec-repl,
38.43,"Resection of vessel with replacement, upper limb vessels",Arm ves resect w replace,
38.44,"Resection of vessel with replacement, aorta, abdominal",Resect abdm aorta w repl,
38.45,"Resection of vessel with replacement, thoracic vessels",Resect thorac ves w repl,
38.46,"Resection of vessel with replacement, abdominal arteries",Abd artery resec w repla,
38.47,"Resection of vessel with replacement, abdominal veins",Abd vein resect w replac,
38.48,"Resection of vessel with replacement, lower limb arteries",Leg artery resec w repla,
38.49,"Resection of vessel with replacement, lower limb veins",Leg vein resect w replac,
38.50,"Ligation and stripping of varicose veins, unspecified site",Varicose v lig-strip NOS,
38.51,"Ligation and stripping of varicose veins, intracranial vessels",Intcran var v lig-strip,
38.52,"Ligation and stripping of varicose veins, other vessels of head and neck",Head/neck var v lig-str,
38.53,"Ligation and stripping of varicose veins, upper limb vessels",Arm varicose v lig-strip,
38.55,"Ligation and stripping of varicose veins, other thoracic vessels",Thorac var v lig-strip,
38.57,"Ligation and stripping of varicose veins, abdominal veins",Abd varicos v liga-strip,
38.59,"Ligation and stripping of varicose veins, lower limb veins",Leg varicos v liga-strip,
38.60,"Other excision of vessels, unspecified site",Excision of vessel NOS,
38.61,"Other excision of vessels, intracranial vessels",Intracran vessel excis,
38.62,"Other excision of vessels, other vessels of head and neck",Head/neck vessel excis,
38.63,"Other excision of vessels, upper limb vessels",Arm vessel excision,
38.64,"Other excision of vessels, aorta, abdominal",Excision of aorta,
38.65,"Other excision of vessels, thoracic vessels",Thoracic vessel excision,
38.66,"Other excision of vessels, abdominal arteries",Abdominal artery excis,
38.67,"Other excision of vessels, abdominal veins",Abdominal vein excision,
38.68,"Other excision of vessels, lower limb arteries",Leg artery excision,
38.69,"Other excision of vessels, lower limb veins",Leg vein excision,
38.7,Interruption of the vena cava,Interruption vena cava,
38.80,"Other surgical occlusion of vessels, unspecified site",Surg vessel occlus NEC,
38.81,"Other surgical occlusion of vessels, intracranial vessels",Occlus intracran ves NEC,
38.82,"Other surgical occlusion of vessels, other vessels of head and neck",Occlus head/neck ves NEC,
38.83,"Other surgical occlusion of vessels, upper limb vessels",Occlude arm vessel NEC,
38.84,"Other surgical occlusion of vessels, aorta, abdominal",Occlude aorta NEC,
38.85,"Other surgical occlusion of vessels, thoracic vessels",Occlude thoracic ves NEC,
38.86,"Other surgical occlusion of vessels, abdominal arteries",Occlude abd artery NEC,
38.87,"Other surgical occlusion of vessels, abdominal veins",Occlude abd vein NEC,
38.88,"Other surgical occlusion of vessels, lower limb arteries",Occlude leg artery NEC,
38.89,"Other surgical occlusion of vessels, lower limb veins",Occlude leg vein NEC,
38.91,Arterial catheterization,Arterial catheterization,
38.92,Umbilical vein catheterization,Umbilical vein cath,
38.93,"Venous catheterization, not elsewhere classified",Venous cath NEC,
38.94,Venous cutdown,Venous cutdown,
38.95,Venous catheterization for renal dialysis,Ven cath renal dialysis,
38.97,Central venous catheter placement with guidance,CV cath plcmt w guidance,
38.98,Other puncture of artery,Arterial puncture NEC,
38.99,Other puncture of vein,Venous puncture NEC,
39.0,Systemic to pulmonary artery shunt,Systemic-pulm art shunt,
39.1,Intra-abdominal venous shunt,Intra-abd venous shunt,
39.21,Caval-pulmonary artery anastomosis,Caval-pulmon art anastom,
39.22,Aorta-subclavian-carotid bypass,Aorta-subclv-carot bypas,
39.23,Other intrathoracic vascular shunt or bypass,Intrathoracic shunt NEC,
39.24,Aorta-renal bypass,Aorta-renal bypass,
39.25,Aorta-iliac-femoral bypass,Aorta-iliac-femor bypass,
39.26,Other intra-abdominal vascular shunt or bypass,Intra-abdomin shunt NEC,
39.27,Arteriovenostomy for renal dialysis,Dialysis arteriovenostom,
39.28,Extracranial-intracranial (EC-IC) vascular bypass,Extracran-intracr bypass,
39.29,Other (peripheral) vascular shunt or bypass,Vasc shunt & bypass NEC,
39.30,Suture of unspecified blood vessel,Suture of vessel NOS,
39.31,Suture of artery,Suture of artery,
39.32,Suture of vein,Suture of vein,
39.41,Control of hemorrhage following vascular surgery,Postop vasc op hem contr,
39.42,Revision of arteriovenous shunt for renal dialysis,Revis ren dialysis shunt,
39.43,Removal of arteriovenous shunt for renal dialysis,Remov ren dialysis shunt,
39.49,Other revision of vascular procedure,Vasc proc revision NEC,
39.50,Angioplasty of other non-coronary vessel(s),Angio oth non-coronary,
39.51,Clipping of aneurysm,Clipping of aneurysm,
39.52,Other repair of aneurysm,Aneurysm repair NEC,
39.53,Repair of arteriovenous fistula,Arterioven fistula rep,
39.54,Re-entry operation (aorta),Re-entry operation,
39.55,Reimplantation of aberrant renal vessel,Reimplan aberr renal ves,
39.56,Repair of blood vessel with tissue patch graft,Repair vess w tis patch,
39.57,Repair of blood vessel with synthetic patch graft,Rep vess w synth patch,
39.58,Repair of blood vessel with unspecified type of patch graft,Repair vess w patch NOS,
39.59,Other repair of vessel,Repair of vessel NEC,
39.61,Extracorporeal circulation auxiliary to open heart surgery,Extracorporeal circulat,
39.62,Hypothermia (systemic) incidental to open heart surgery,Hypothermia w open heart,
39.63,Cardioplegia,Cardioplegia,
39.64,Intraoperative cardiac pacemaker,Intraop cardiac pacemak,
39.65,Extracorporeal membrane oxygenation [ECMO],Extracorporeal memb oxy,
39.66,Percutaneous cardiopulmonary bypass,Per cardiopulmon bypass,
39.71,Endovascular implantation of other graft in abdominal aorta,Endo imp oth grf abd aor,
39.72,Endovascular (total) embolization or occlusion of head and neck vessels,Endovasc embol hd/nk ves,
39.73,Endovascular implantation of graft in thoracic aorta,Endo imp grft thor aorta,
39.74,Endovascular removal of obstruction from head and neck vessel(s),Endo rem obs hd/neck ves,
39.75,Endovascular embolization or occlusion of vessel(s) of head or neck using bare coils,"Endo emb hd/nk,bare coil",
39.76,Endovascular embolization or occlusion of vessel(s) of head or neck using bioactive coils,"Endo em hd/nk,bioac coil",
39.77,Temporary (partial) therapeutic endovascular occlusion of vessel,Temp endovsc occls vessl,
39.78,Endovascular implantation of branching or fenestrated graft(s) in aorta,Endovas impln grft aorta,
39.79,Other endovascular procedures on other vessels,Oth endo proc oth vessel,
39.81,"Implantation or replacement of carotid sinus stimulation device, total system","Imp crtd sinus stm,totl",
39.82,Implantation or replacement of carotid sinus stimulation lead(s) only,Imp/rep crtd sinus lead,
39.83,Implantation or replacement of carotid sinus stimulation pulse generator only,Imp/rep crtd sinus gnrtr,
39.84,Revision of carotid sinus stimulation lead(s) only,Rev crtd sinus stm leads,
39.85,Revision of carotid sinus stimulation pulse generator,Rev crtd sinus pulse gen,
39.86,"Removal of carotid sinus stimulation device, total system","Rem crtd sinus stm, totl",
39.87,Removal of carotid sinus stimulation lead(s) only,Rem crtd sinus stm lead,
39.88,Removal of carotid sinus stimulation pulse generator only,Rem crtd sinus pulse gen,
39.89,"Other operations on carotid body, carotid sinus and other vascular bodies",Oth cartd body/sinus op,
39.90,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s),Ins non-d-e non-cor stnt,
39.91,Freeing of vessel,Freeing of vessel,
39.92,Injection of sclerosing agent into vein,Vein inject-scleros agnt,
39.93,Insertion of vessel-to-vessel cannula,Insert ves-to-ves cannul,
39.94,Replacement of vessel-to-vessel cannula,Replac ves-to-ves cannul,
39.95,Hemodialysis,Hemodialysis,
39.96,Total body perfusion,Total body perfusion,
39.97,Other perfusion,Other perfusion,
39.98,"Control of hemorrhage, not otherwise specified",Hemorrhage control NOS,
39.99,Other operations on vessels,Vessel operation NEC,
40.0,Incision of lymphatic structures,Incis lymphatic structur,
40.11,Biopsy of lymphatic structure,Lymphatic struct biopsy,
40.19,Other diagnostic procedures on lymphatic structures,Lymphatic diag proc NEC,
40.21,Excision of deep cervical lymph node,Excis deep cervical node,
40.22,Excision of internal mammary lymph node,Excise int mammary node,
40.23,Excision of axillary lymph node,Excise axillary node,
40.24,Excision of inguinal lymph node,Excise inguinal node,
40.29,Simple excision of other lymphatic structure,Simp exc lymph struc NEC,
40.3,Regional lymph node excision,Regional lymph node exc,
40.40,"Radical neck dissection, not otherwise specified",Rad neck dissection NOS,
40.41,"Radical neck dissection, unilateral",Unilat rad neck dissect,
40.42,"Radical neck dissection, bilateral",Bilat rad neck dissect,
40.50,"Radical excision of lymph nodes, not otherwise specified",Rad node dissection NOS,
40.51,Radical excision of axillary lymph nodes,Rad dissec axillary node,
40.52,Radical excision of periaortic lymph nodes,Rad dissec periaort node,
40.53,Radical excision of iliac lymph nodes,Rad dissect iliac nodes,
40.54,Radical groin dissection,Radical groin dissection,
40.59,Radical excision of other lymph nodes,Rad node dissection NEC,
40.61,Cannulation of thoracic duct,Thorac duct cannulation,
40.62,Fistulization of thoracic duct,Thoracic duct fistulizat,
40.63,Closure of fistula of thoracic duct,Close thoracic duct fist,
40.64,Ligation of thoracic duct,Ligate thoracic duct,
40.69,Other operations on thoracic duct,Thoracic duct op NEC,
40.9,Other operations on lymphatic structures,Lymph structure op NEC,
41.00,"Bone marrow transplant, not otherwise specified",Bone marrow trnsplnt NOS,
41.01,Autologous bone marrow transplant without purging,Auto bone mt w/o purg,
41.02,Allogeneic bone marrow transplant with purging,Alo bone marrow trnsplnt,
41.03,Allogeneic bone marrow transplant without purging,Allogrft bone marrow NOS,
41.04,Autologous hematopoietic stem cell transplant without purging,Auto hem stem ct w/o pur,
41.05,Allogeneic hematopoietic stem cell transpant without purging,Allo hem stem ct w/o pur,
41.06,Cord blood stem cell transplant,Cord bld stem cell trans,
41.07,Autologous hematopoietic stem cell transplant with purging,Auto hem stem ct w purg,
41.08,Allogeneic hematopoietic stem cell transplant with purging,Allo hem stem ct w purg,
